quest_sleep_time_x,quest_sleep_quality_x,quest_sport_time_x,quest_meetings_x,quest_mood_x,quest_stress_x,bmr_kilocalories_x,steps_x,distance_in_meters_x,min_heart_rate_in_beats_per_minute_x,max_heart_rate_in_beats_per_minute_x,average_heart_rate_in_beats_per_minute_x,duration_in_seconds_x,awake_duration_in_seconds_x,sleep_start_hour_x,record_dates_count_x,screen_daily_count_x,screen_duration_avg_x,screen_duration_total_x,screen_threshold_x,still_ratio_x,bluetooth_distinct_names_x,screen_during_night_count_x,quest_sleep_time_y,quest_sleep_quality_y,quest_sport_time_y,quest_meetings_y,quest_mood_y,quest_stress_y,bmr_kilocalories_y,steps_y,distance_in_meters_y,min_heart_rate_in_beats_per_minute_y,max_heart_rate_in_beats_per_minute_y,average_heart_rate_in_beats_per_minute_y,duration_in_seconds_y,awake_duration_in_seconds_y,sleep_start_hour_y,record_dates_count_y,screen_daily_count_y,screen_duration_avg_y,screen_duration_total_y,screen_threshold_y,still_ratio_y,bluetooth_distinct_names_y,screen_during_night_count_y,quest_sleep_time_z,quest_sleep_quality_z,quest_sport_time_z,quest_meetings_z,quest_mood_z,quest_stress_z,bmr_kilocalories_z,steps_z,distance_in_meters_z,min_heart_rate_in_beats_per_minute_z,max_heart_rate_in_beats_per_minute_z,average_heart_rate_in_beats_per_minute_z,duration_in_seconds_z,awake_duration_in_seconds_z,sleep_start_hour_z,record_dates_count_z,screen_daily_count_z,screen_duration_avg_z,screen_duration_total_z,screen_threshold_z,still_ratio_z,bluetooth_distinct_names_z,screen_during_night_count_z,quest_sleep_time_w,quest_sleep_quality_w,quest_sport_time_w,quest_meetings_w,quest_mood_w,quest_stress_w,bmr_kilocalories_w,steps_w,distance_in_meters_w,min_heart_rate_in_beats_per_minute_w,max_heart_rate_in_beats_per_minute_w,average_heart_rate_in_beats_per_minute_w,duration_in_seconds_w,awake_duration_in_seconds_w,sleep_start_hour_w,record_dates_count_w,screen_daily_count_w,screen_duration_avg_w,screen_duration_total_w,screen_threshold_w,still_ratio_w,bluetooth_distinct_names_w,screen_during_night_count_w,risk_group
6.785714286,0.80952381,17.38095238,10.9047619,1.333333333,-1.714285714,1783,8086.214286,5300.785714,65.64285714,129.7857143,88.28571429,25621.42857,650,24.16904762,95.21428571,130.2857143,155.5778413,17898.28571,24.5,0.833537119,389.5714286,19.07142857,6.857142857,0.285714286,12.85714286,7.071428571,1,-0.857142857,1671.979592,5955.234694,3908.27551,66.34693878,125.255102,86.69387755,24268.57143,1100,24.72777778,85.18367347,166.1020408,134.946194,19318.02041,36.3877551,0.913689586,379.8061224,27.51020408,6.928571429,1.053571429,19.55357143,12.91071429,1.767857143,-1.857142857,1783,9038.571429,5952.857143,64.57142857,130.0714286,85.85714286,23888.57143,762.8571429,24.6452381,94.92857143,145.6428571,148.9487383,19182.21429,26.57142857,0.841824758,429.6428571,23,6.571428571,0.571428571,24.64285714,13.5,1.071428571,-1.071428571,1706.730159,8434.230159,5544.746032,65.98412698,131.6507937,88.42063492,25421.42857,467.1428571,24.41269841,85.26530612,149.5408163,179.6858677,20778.46939,24.53061224,0.857716883,356.7653061,26.95918367,medium
6.5,0.732142857,11.25,2.517857143,0.821428571,-0.678571429,1301,4022.5,2453.357143,62.42857143,124.1428571,82.64285714,35061.42857,792.3809524,22.77724868,4.214285714,,,,,1,8.714285714,,5.768707483,-0.013605442,4.081632653,2.959183673,0.408163265,-0.496598639,1301,3207.5,1897.795918,61.43877551,122.4081633,82.55102041,34184.28571,562.8571429,23.32103175,4.455782313,5.392857143,433.6130952,1281.678571,2.19047619,1,6.19047619,,6.68707483,0.095238095,7.142857143,2.142857143,0,-0.19047619,1301,2967,1704.785714,59.46428571,124.0892857,85.14285714,32631.42857,514.2857143,23.89897959,5.839285714,2.803571429,241.0674603,326.5357143,1.476190476,1,6.25,,5.857142857,0.285714286,1.428571429,3.571428571,0.285714286,-0.571428571,1299.650794,89.92063492,65.23809524,,,,,,,4.857142857,2.928571429,115.0714286,460.2857143,2,1,7.857142857,,medium
6.642857143,1.785714286,20.71428571,2.714285714,2,-2,1824.214286,8048.857143,5791.142857,57.57142857,112.5,78.07142857,,,,88.92857143,48.42857143,157.2111615,6664.214286,15.42857143,0.944214269,46.71428571,8.261904762,6.702380952,1.404761905,18.45238095,5,1.642857143,-1.452380952,1828,6978.795918,4992.969388,55.64285714,109.2857143,75.07142857,,,,90.46938776,47.20408163,184.161707,8660.295918,14.39795918,0.939647818,64.98979592,9.040816327,6.821428571,1.785714286,3.571428571,3.785714286,1.785714286,-1.714285714,1828,6293.571429,4309.285714,56.28571429,117.7142857,75.78571429,,,,91.14285714,51.5,170.6882524,8013.714286,16.14285714,0.932622648,70,11,6.607142857,1.510204082,8.520408163,10.18367347,1.897959184,-1.826530612,1828,5935.436508,4220.809524,55.68253968,112.984127,76.9047619,,,,88.56349206,51.8015873,280.7674987,11155.45238,14.45238095,0.91944368,90.61111111,9.857142857,medium
5.476190476,0.095238095,70.47619048,5.476190476,0.857142857,-2,,,,,,,,,,96.07142857,66.64285714,380.0660858,22582.71429,18.28571429,0.846100012,33.28571429,14.85714286,4.571428571,-0.535714286,35.35714286,3.714285714,0.464285714,-2,,,,,,,,,,83.62244898,65.62244898,431.5875121,25214.7551,15.35714286,0.914215105,14.75510204,11.92857143,,,,,,,,,,,,,,,,93.35714286,59.28571429,418.4882368,21796.07143,16.28571429,0.871860847,38,12.64285714,5.80952381,0.285714286,44.28571429,3.523809524,0.761904762,-2,,,,,,,,,,92.66666667,54.07936508,405.8067733,19178.56349,12.56349206,0.908838447,28.80952381,13.6984127,medium
7.761904762,0,0,17.14285714,-0.238095238,0.357142857,1515.642857,3510,2017.714286,68.57142857,131.3571429,87.5,25614.28571,1652.380952,24.30608466,92.5,39.21428571,168.5446937,6619.642857,2.625,0.946116183,44.73015873,10.78571429,7,0,0,6.821428571,-0.642857143,0.821428571,1518,3054.581633,1760.459184,65.34693878,133.6632653,83.54081633,25048.16327,166.5306122,25.18316327,96,51.94897959,134.5286462,6854.010204,2.928571429,0.958227041,31.05102041,13.21768707,7.142857143,-0.142857143,2.857142857,17.57142857,-0.142857143,0.142857143,1518,3890,2298.285714,64.35714286,132.1428571,85.21428571,25564.28571,527.1428571,25.0452381,95.85714286,35.28571429,166.4485949,6401.071429,2.071428571,0.936677632,47.07142857,9.785714286,6.785714286,0,16.07142857,12,-0.142857143,0.142857143,1518,4439.809524,2757.873016,66.8968254,131.8095238,85.79365079,24274.7619,230,25.40661376,88.92857143,40.0952381,133.2522186,5348.603175,2.071428571,0.95281155,30.76190476,11.46031746,medium
,,,,,,1572.428571,16233.14286,11682.14286,49.57142857,129.2142857,71.07142857,,,,,,,,,,,,,,,,,,1555,15420.34694,10727.33673,53.26530612,143.6938776,77.8877551,,,,,,,,,,,,,,,,,,1555,15581.42857,10790.57143,52.92857143,147.1428571,77.28571429,,,,,,,,,,,,,,,,,,1555,8266.150794,5844.698413,54.46825397,122.7460317,76.11904762,19860,42.85714286,24.71031746,,,,,,,,,medium
6.428571429,-0.158730159,26.03174603,4.53968254,0,0,2287,6348.142857,4595.214286,47.57142857,110.7857143,67.5,24919.28571,600,24.26785714,95.78571429,78.35714286,273.0169772,18163,24.64285714,0.826395443,37,19.42857143,6.428571429,-0.285714286,22.85714286,4.428571429,0,0,2287,5903.428571,4088.265306,49.20408163,107.9693878,67.86734694,22482.85714,2091.428571,24.61349206,96.10204082,82.13265306,198.0304715,15196.60204,22.92857143,0.871847386,31.07142857,20.14285714,5.630952381,-0.30952381,18.0952381,5.238095238,0,0,2241.603175,1495.214286,1082.230159,48.85714286,107.8571429,68.28571429,26931.42857,1200,23.76666667,91.14285714,62.28571429,348.0461507,17934.85714,14.35714286,0.809471794,33.85714286,15.85714286,6.214285714,-0.142857143,5.857142857,4.428571429,0,0,1146.285714,0,0,,,,,,,82.26190476,73.96825397,333.4072256,21280.37302,19.85714286,0.784924969,32.70238095,18.68253968,high
6.595238095,0.523809524,33.33333333,8.761904762,0.714285714,-0.571428571,1837,6716.642857,5472.428571,63.71428571,124.2857143,83.85714286,25084.89796,335.5102041,24.81802721,86.75396825,160.8174603,79.07361075,11047.4127,33.77777778,0.932126835,105.547619,23.44444444,6.285714286,0.464285714,18.57142857,8.821428571,0.821428571,-0.357142857,1837,8922.438776,7217.306122,63.44897959,123.8571429,82.43877551,25602.85714,1812.857143,25.13690476,89.37755102,213.9285714,84.28387366,16901.5102,52.37755102,0.901784053,63.65306122,25.19047619,6,0.678571429,21.96428571,9.464285714,1.178571429,-0.678571429,1837,9682.071429,7504.357143,64.5,122.5,85.14285714,23832.2449,680.8163265,25.06836735,95.64285714,250.5714286,70.03611727,17124.92857,75.35714286,0.859226857,83.28571429,32.85714286,6.357142857,1,27.85714286,9.428571429,1,-0.571428571,1837,10575.44444,8014.587302,64.24603175,120.9285714,83.67460317,25496.32653,300,24.34251701,85.08928571,198.7142857,72.38512277,13518.94643,50.94642857,0.887102655,74.46428571,32,medium
,,,,,,2282,7794.214286,4262.5,44.64285714,125.1428571,63.28571429,18087.61905,2421.904762,23.82433862,81.64285714,179.2857143,139.1761784,22833.42857,63.71428571,0.738821633,111.4285714,57.22222222,5.928571429,1,42.14285714,7,0.642857143,-1,2282,9142.591837,1930.081633,45.98979592,136.1428571,66.90816327,17525.71429,2798.571429,24.17539683,93.58163265,205.5102041,143.7936011,26763.89796,70.76530612,0.757537336,91.78571429,45.46938776,5.714285714,1,75,10.57142857,1,-1,2282,8752.785714,6605.5,43.57142857,141.6428571,64.14285714,14867.14286,5107.142857,24.02936508,81.5,207.952381,144.4554722,25924.35714,92.5,0.779241495,190.7857143,92.21428571,6.047619048,1,46.19047619,15.47619048,1,-1,2282,7643.920635,4931.087302,43.33333333,129.4285714,64.52380952,16424.08163,4139.387755,24.05187075,87.55555556,169.6587302,185.0019487,25716.35714,59.76984127,0.784986062,104.1984127,39.93650794,low
6.153061224,1,71.02040816,6.734693878,0.897959184,-0.897959184,1548,9391.428571,7670.428571,46.92857143,128.4285714,66.35714286,22872.85714,145.7142857,23.9702381,96.07142857,105.1428571,140.6689642,13185,29.28571429,0.852755277,47.57142857,21.92857143,6.988095238,0.642857143,62.5,5.357142857,1,-0.404761905,1548,6371.938776,5237.816327,47.93877551,126.9693878,66.16326531,25208.57143,939.1836735,22.80391156,95.92857143,108.6836735,160.9162432,16607.55102,29.59183673,0.928800043,37.71428571,24.78571429,6.404761905,0.738095238,84.88095238,4.738095238,1,-1,1548,8186.571429,6808.142857,46.42857143,133.6428571,66.71428571,24312.85714,128.5714286,23.38571429,95.14285714,90.07142857,169.6833991,14305.35714,25.78571429,0.897127253,60.71428571,22,6.5,0.761904762,73.80952381,5,1,-1,1548,8604.928571,7140.81746,46.12698413,131.1587302,66.67460317,23535.71429,236.1904762,23.33373016,95.69047619,111.9444444,147.0577343,15217.22222,36.72222222,0.891543964,57.47619048,25.84920635,medium
7.261904762,0.857142857,12.14285714,10.69047619,0.880952381,-1.380952381,2216,4785.642857,4143.785714,59.91836735,112.0204082,78.24489796,,,,95.5,126.3571429,159.5816926,17962.78571,55.57142857,0.743885108,70.85714286,24.42857143,,,,,,,2216,2177.244898,1850.918367,,,,,,,95.85714286,156.4897959,157.9998911,23838.06122,67.10204082,0.773657358,23.8877551,26.52040816,,,,,,,2216,4520.785714,3836.571429,57.30612245,104.4693878,76,,,,80.19047619,127.5238095,130.076792,13922.7619,64.42857143,0.789208075,33.9047619,22.66666667,7.107142857,0.821428571,5.357142857,8,0.821428571,-1,2216,3871.396825,3286.484127,59.10204082,102.8503401,75.24489796,,,,92.02040816,173.877551,103.7649448,17006.85714,88.51020408,0.798663762,59.44897959,23.97619048,medium
,,,,,,2013.142857,9668.214286,7667,54,131.2142857,74,18080.95238,91.42857143,25.52566138,84.14285714,133.5714286,116.242585,14726.71429,29.85714286,0.842266418,21.33333333,28.42857143,,,,,,,2051.428571,9858.605442,7741.537415,53.12244898,132.8163265,75.31972789,22175.71429,65.71428571,24.69761905,57.85714286,94.28571429,106.8198781,9918.714286,19.42857143,0.871943461,,25.76190476,,,,,,,2032.571429,9867.071429,7800.5,52.42857143,138.8571429,75.92857143,18433.33333,118.0952381,25.48042328,70.76190476,139.2142857,114.4727017,15953.5,29.35714286,0.827805109,16.07142857,31.07142857,7.047619048,0.476190476,2.380952381,1.80952381,0.761904762,-0.285714286,2086.285714,9407.873016,7433.849206,51.07936508,131.6746032,74.71428571,21714.64286,211.0714286,25.10238095,90.21428571,118.6607143,113.8478475,13179.66071,25.5,0.819149529,39.625,22.76785714,low
,,,,,,1921,8979.714286,7688.5,47.85714286,113.2142857,63.64285714,,,,,,,,,,,,,,,,,,1921,8108.612245,6866.755102,51.23469388,112.3673469,67.29591837,,,,,,,,,,,,,,,,,,1921,7568.285714,6387.357143,51.85714286,111.0714286,68.78571429,,,,,,,,,,,,,,,,,,1921,8085.492063,6821.865079,52.1984127,115.0793651,68.03968254,24411.42857,220.7142857,23.3875,,,,,,,,,medium
5.173469388,0,75.01020408,3.826530612,-0.06122449,-0.285714286,1987,15800.85714,10580.5,47.71428571,121.5,72.57142857,19991.42857,727.1428571,25.30714286,95.57142857,164.1428571,196.1335239,30294.92857,51.28571429,0.796071722,139.6428571,31.64285714,4.821428571,-0.178571429,73.92857143,2.178571429,0.178571429,0,1987,10530.05102,7374.336735,47.16326531,121.3265306,69.35714286,20597.14286,244.2857143,25.93154762,95.75510204,140.9897959,247.9003328,32950.72449,36.19387755,0.862179208,144.7040816,25.97959184,5,0,108.9285714,3.357142857,0,-0.714285714,1987,14903.57143,10058.85714,46.57142857,120.8571429,71.57142857,22028.09524,170,25.07460317,95,147.0714286,193.5782846,26950.5,48.28571429,0.807303939,173.1428571,24.07142857,5.142857143,0,82.07142857,5.892857143,0,-0.285714286,1952.642857,13555.14286,9377.944444,46.0952381,119.6507937,70.1984127,22678.09524,185.2380952,24.53597884,94.48412698,153.5238095,181.884267,26362.12698,54.52380952,0.801780243,196.4285714,28.88095238,medium
4.267857143,0.767857143,141.6071429,82.5,1,-1,1899,22485.5,19873.42857,43.71428571,158.3571429,68.21428571,16643.26531,1358.367347,23.46122449,93.92857143,79.07142857,394.745586,28392.42857,18.64285714,0.704220629,137.8571429,25.42857143,4.238095238,1,96.66666667,43.14285714,1,-1,1899,13286.10204,12260.07143,43.18367347,141.0102041,65.31632653,18891.42857,1041.428571,23.13452381,95.55102041,70.17346939,499.7779597,31189.69388,19.24489796,0.797235276,87.96938776,28.28571429,4,1,111.4285714,42.14285714,1,-1,1899,17925.64286,15492.42857,44,139,67.85714286,15512.85714,774.2857143,23.91349206,84.57142857,60.04761905,411.6951426,23710.90476,18.23809524,0.693754007,81.28571429,20.71428571,,,,,,,1899,16318.89683,13165.49206,42.42857143,132.2142857,65.05555556,19479.18367,496.7346939,23.51258503,,,,,,,,,medium
7.232142857,1,27.5,7.25,1.178571429,-1,1687.357143,7126.714286,5458.928571,50.64285714,115,72,26399.38776,301.2244898,22.92636054,70.28571429,44.35714286,428.1584014,9551.571429,19.30952381,0.810034345,159,9.976190476,,,,,,,1686.397959,8390.704082,6449.795918,50.21428571,140.0816327,77.42857143,26329.79592,301.2244898,23.09569161,67.65306122,47.37755102,285.2633645,8745.530612,19.46938776,0.859175478,123.6530612,14.26530612,,,,,,,1684,7588.428571,5824.285714,49.28571429,118.6428571,73.78571429,28627.5,231.4285714,22.71041667,78.57142857,46.71428571,172.7825108,7441.142857,20.28571429,0.793821587,137.0714286,11.07142857,7.446428571,1.285714286,,4,1.285714286,-1.285714286,1681.126984,8756.896825,6673.373016,50.23809524,119.2698413,75.61111111,24466.66667,575.2380952,23.47619048,70.64285714,41.46428571,183.356932,7003.642857,16.60714286,0.837475518,151.0357143,11.0952381,medium
,,,,,,1880.071429,4920.071429,12707.78571,44.35714286,138.0714286,62.07142857,22623.33333,284.7619048,23.70925926,,,,,,,,,,,,,,,1869,5353.336735,4277.540816,43.12244898,136.5612245,58.95918367,25558.57143,351.4285714,24.49603175,,,,,,,,,,,,,,,1869,3980.857143,3175.428571,42.21428571,132.5714286,57,27291.42857,351.4285714,24.16071429,,,,,,,,,,,,,,,1869,5394.690476,4305.325397,46.03174603,139.3492063,65.15873016,26450,502.3809524,24.24285714,,,,,,,,,medium
6.714285714,1,32.14285714,4.571428571,1,-1,2104,2670.857143,2159.285714,46.07142857,106.5714286,68.35714286,15128.57143,1306.071429,28.05386905,32.04761905,17,191.1494632,2978,4.428571429,0.997278912,,3.158730159,7.238095238,1,23.80952381,4.523809524,1,-0.761904762,2104,3028.744898,2428.673469,49.08163265,113.122449,69.13265306,16528.77551,1599.795918,27.80119048,73.57142857,15.97959184,260.1205826,3618.142857,4.673469388,0.979691215,9.571428571,2.976190476,6.714285714,1,21.42857143,6,1,-1,2104,1705,1396.428571,49.76190476,107.7539683,69.95238095,13149.79592,1268.571429,28.40204082,63.25,17.21428571,252.8028889,3289.285714,7.833333333,0.99787415,1,3.301587302,7,1,24.64285714,3.821428571,1,-1,2104,2868.246032,2354.666667,40.75396825,115.3650794,68.81746032,16851.42857,1178.571429,27.73809524,64.01587302,8.880952381,369.3696495,2179.674603,3.285714286,0.970546693,3.666666667,6.071428571,low
5.271428571,0.095238095,41.25,15.5952381,1.107142857,-1.464285714,2149,13173.78571,11075.78571,45.35714286,116.2142857,64.57142857,19431.42857,154.2857143,23.47261905,89,174.1428571,126.4438714,19989.57143,36,0.759696115,54.76984127,52.85714286,4.464285714,-0.714285714,30.71428571,19.28571429,0.571428571,-0.928571429,2149,12030.2449,9409.05102,43.70408163,113.4489796,62.03061224,19427.7551,508.7755102,23.82755102,81.23469388,177.0918367,139.1420246,22011.17347,36.57142857,0.814795675,48.39795918,43.24489796,5.107142857,0.464285714,52.14285714,27.32142857,1.464285714,-1.285714286,2149,13224,10722.42857,42.35714286,112.7142857,62.71428571,19020,167.1428571,23.71785714,92.5,176.8571429,140.962322,19476,40.78571429,0.752167443,34.85714286,43.07142857,5.15,0.285714286,52.5,22.14285714,0.928571429,-1.142857143,2149,15373.46825,12574.16667,42.77777778,117.2460317,62.41269841,19437.61905,195.7142857,23.68201058,95.44444444,188.6904762,114.6432914,20090.65873,44.86507937,0.730249895,45.96031746,47.38095238,high
7.734126984,2,59.08730159,35.23809524,2,-2,1959,9887.5,6672.785714,56.42857143,116.4285714,75.21428571,21754.28571,1315.714286,23.54285714,85.07142857,120.1428571,166.4820107,19075.42857,35.92857143,0.827474017,51.23809524,30.21428571,7.083333333,1.404761905,43.57142857,27.61904762,0.857142857,-2,1959,5687.193878,3874.122449,56.14285714,120.2244898,71.57142857,21382.65306,969.1836735,24.5127551,95.52040816,143.0612245,143.8645326,18488.10204,40.92857143,0.910504968,77.60204082,22.34693878,7.482142857,2,41.25,32.71428571,1.392857143,-2,1959,9723.571429,6945.714286,55.64285714,118.2857143,73.78571429,23704.7619,948.5714286,23.07526455,85.21428571,113.7857143,160.2724353,16219.28571,43.35714286,0.847212734,82.52380952,26.71428571,6.785714286,2,51.42857143,50,1.285714286,-2,1936.642857,11347.92063,8077.492063,56.65079365,123.6507937,75.63492063,20256.19048,501.9047619,23.98544974,70,89.57142857,248.5261553,21441,25.14285714,0.846474954,61.14285714,23,medium
7.571428571,-0.238095238,87.14285714,3.619047619,0.619047619,-1,1218.510204,5879.102041,3767.755102,60.79591837,114.5918367,77.73469388,,,,120.5892857,80.71428571,170.8075318,10081,14.83333333,0.852450326,34.16071429,13.13265306,6.357142857,0,83.57142857,4.642857143,0.142857143,-0.25,1272.428571,9487.479592,6036.438776,58.2585034,112.0136054,76.06802721,,,,98.85714286,98.04081633,204.5525414,16868.07143,25.66326531,0.830666283,40.45918367,27.1122449,6.642857143,0.178571429,102.8571429,4.142857143,0.142857143,-0.75,1235.428571,9191.404762,6042.595238,54.66666667,118,74.53968254,25208.57143,565.7142857,23.56904762,81.14285714,69.07142857,332.0071761,21071,16.42857143,0.851225604,32.35714286,16.11904762,6.571428571,0,110,3.952380952,0.523809524,-0.333333333,1318,8388.650794,5350.777778,57.51785714,112.0357143,75.44642857,,,,91.11904762,69.92857143,335.0374817,19735.15873,14.3968254,0.864022034,46.98412698,17.46031746,medium
6.285714286,0.642857143,15.71428571,3.142857143,0.285714286,-0.285714286,1557,4513.357143,2840.142857,74.10714286,123.3630952,91.125,,,,91.71428571,95.57142857,233.1412559,20485.92857,25.14285714,0.907503333,118.0714286,25.28571429,7.80952381,0.714285714,16.42857143,2.095238095,0.904761905,-0.714285714,1523.938776,2545.663265,1620.326531,69.23809524,113.6190476,83.27210884,,,,94.69387755,86.53061224,287.6840569,23624.86735,20.07142857,0.939252713,78.55102041,21.46938776,7,1,13.57142857,3.142857143,1.142857143,-0.857142857,1469.755102,4797.846939,3106.193878,65.5952381,120.452381,83.04761905,,,,93.57142857,85.28571429,307.7402551,21459.07143,29.78571429,0.881816109,158.9285714,17.80952381,5.80952381,-0.19047619,12.38095238,3.904761905,0.523809524,-0.523809524,1557,5373.349206,3435.357143,69.89285714,121.1607143,88.07142857,,,,76.96825397,88.92063492,370.5121551,27252.38095,24.6031746,0.909971479,152.5079365,25.42857143,medium
6.912142857,0.928571429,38.33333333,2.452380952,0.928571429,-1,2127,4056,9806.142857,50.21428571,124.9285714,67.92857143,24514.28571,608.5714286,23.10119048,90.78571429,64.71428571,161.6187035,9917.285714,10,0.900459245,50.35714286,18,7.150510204,0.897959184,29.47959184,2.418367347,1,-1,2112.632653,4507.428571,6266.5,49.69387755,120.3469388,69.18367347,24420,1124.693878,22.64727891,95.92857143,92.12244898,136.8769946,11984.82653,16.43877551,0.925190208,41.2755102,25.35714286,6.868888889,1,38.49206349,1.476190476,1,-1,2089.857143,5220.571429,9418.714286,50.14285714,122.0714286,69.07142857,24277.14286,570.4761905,22.50899471,86.64285714,77.5,147.1573389,10849.35714,14.35714286,0.869894697,71.28571429,18.57142857,6.85952381,0.928571429,46.66666667,3.642857143,1,-0.880952381,2078.714286,4136.912698,11158.6746,46.50793651,129.452381,67.53174603,23688.09524,748.0952381,22.7239418,93.33333333,55.00793651,241.7580663,12439.20635,7.055555556,0.891286376,63.69047619,14.95238095,low
7.428571429,1,,11.57142857,1,-1,1575,4776.428571,2926.214286,53.35714286,99.07142857,65.85714286,27361.78571,501.7857143,22.12162698,86.78571429,97.35714286,184.7464274,16123.64286,24.71428571,0.962144679,69.92857143,20.85714286,7.285714286,1,11.42857143,10.14285714,1,-1,1575,5204.367347,3181.071429,51.8877551,97.12244898,65.43877551,25352.85714,905.7142857,22.41240079,96,102.4591837,179.8922219,16169.97959,24.63265306,0.961628401,71.6122449,24.95918367,7.202380952,0.738095238,,10.95238095,1,-1,1575,4497.5,2712.642857,51.57142857,100.5,65.57142857,25555.71429,600,22.6547619,90,107.7857143,173.320849,17807.57143,28.21428571,0.950462093,93.14285714,24.28571429,6.69047619,1,,13.57142857,1,-1,1511.428571,4582.666667,2772.18254,51.92063492,98.22222222,66.0952381,26568.57143,534.2857143,21.89656085,95.92857143,91.96825397,172.83502,14319,22.62698413,0.953286863,74.46031746,23.13492063,medium
6.071428571,1.357142857,54.28571429,2.5,1.660714286,-1.928571429,1465,3486.142857,1954.428571,56,118,76.07142857,20644.7619,2330,26.3462963,94.71428571,49.35714286,179.8148847,8860.285714,9.785714286,0.973593896,55.04761905,7.928571429,5.892857143,1.904761905,76.19047619,2.595238095,1.333333333,-1.761904762,1465,4382.367347,2594.44898,54.41836735,116.9081633,76.2755102,20212.04082,2308.163265,26.96343537,95.51020408,65.74489796,182.7485876,11708.23469,10.30612245,0.947303638,81.67346939,5.826530612,6.865079365,1.53968254,48.0952381,3.095238095,1.238095238,-1.761904762,1465,3512.5,1833.428571,56,114,75.21428571,20785.71429,2014.285714,26.6547619,93.07142857,46.78571429,197.9055274,9108.642857,9,0.949425279,66.71428571,4.071428571,6.843537415,1.795918367,49.3537415,4.897959184,1.707482993,-2,1465,3574.34127,2055.309524,55.38888889,116.6666667,73.99206349,22185.2381,3018.095238,26.63505291,94.99206349,51.65873016,164.3443976,7916.349206,9.992063492,0.959642252,66.6984127,4.700680272,medium
6,-0.857142857,0,4.642857143,0,0.714285714,,,,,,,,,,,,,,,,,,6.333333333,-0.30952381,7.857142857,4.642857143,-0.238095238,0.238095238,,,,,,,,,,,,,,,,,,5,-0.714285714,10.35714286,3.214285714,-0.357142857,0,,,,,,,,,,,,,,,,,,7,0,0,1.714285714,0,0,2061.839286,7847.464286,4792.589286,64.75,121.8392857,86.78571429,26120,305.7142857,23.35634921,,,,,,,,,medium
6.714285714,1,51.42857143,3.857142857,1,-0.857142857,2080,11641.5,9998.285714,48.78571429,146.2857143,67.78571429,21676.66667,714.2857143,24.25767196,95.28571429,140.5,176.0568238,23713.28571,24.57142857,0.803193292,,36.35714286,5.517857143,1,75.71428571,4.416666667,1,-1,2080,12043.40816,10188.83673,46.79591837,142.8061224,65.79591837,20747.14286,1062.857143,24.38928571,86.46938776,107.6734694,296.7684595,25188.34694,22.23129252,0.860605322,33.39285714,27.32653061,5.285714286,0.571428571,74.28571429,4.428571429,1,-1,2080,12077.64286,9935.642857,46.42857143,132.3571429,65.21428571,19108.57143,605.7142857,24.27599206,95.85714286,124.3571429,184.3284552,21665.71429,23.28571429,0.806218672,63,34.21428571,5.214285714,1,53.57142857,5.428571429,1,-1,2080,8867.603175,7525.603175,46.42857143,121.8650794,64.07142857,21726.66667,733.3333333,24.21243386,65.64285714,69.5,154.1103564,10790.60714,27.0952381,0.824223681,42.92857143,12.9047619,medium
,,,,,,2143.071429,9396.714286,8516.642857,47.21428571,121.7142857,65.92857143,19667.14286,188.5714286,25.33452381,92,72.28571429,245.0158767,16397.85714,17.35714286,0.865594102,71.42857143,13.92857143,,,,,,,2167,8972.204082,7812.5,48.53061224,120.9693878,66.93877551,19917.55102,759.1836735,25.39608844,96,76.47959184,263.2041656,16731.14286,21.86734694,0.871730366,41.97959184,13.94897959,5.142857143,0.285714286,42.85714286,14,1,-0.857142857,2171.285714,9554.214286,8344.071429,49.64285714,129.5714286,69.35714286,18270,522.8571429,25.63333333,95.71428571,64.85714286,268.3312366,15828.85714,17.35714286,0.86202141,75,11.42857143,,,,,,,2159.396825,9675.198413,7364.34127,47.57936508,129.8968254,67.81746032,18252.85714,490,26.08769841,89.73015873,66.6984127,298.475599,16546.31746,17.0952381,0.901804916,55.76190476,11.29365079,medium
7,0.910714286,33.25595238,5.255952381,1,-1,1484,10684.28571,7216.571429,50.21428571,129.3571429,69.28571429,31062.85714,330,22.16904762,95.57142857,70.57142857,178.232502,11317.85714,28.78571429,0.878807654,69.92857143,14.21428571,7.25,0.619047619,22.38095238,4.785714286,1,-1,1484,8253.755102,5440.826531,51.07142857,118.122449,70.57142857,29502.2449,486.7346939,22.71122449,95.89795918,79.91836735,174.878642,13301,28.07142857,0.890501924,75.7755102,15.73469388,6.964285714,0.76984127,46.03174603,4.912698413,1,-1,1484,9951.428571,6316.714286,51.42857143,130.4285714,71.07142857,30831.42857,454.2857143,22.19285714,92.42857143,66.85714286,190.1506384,11951.35714,28.07142857,0.849996743,65.71428571,12,6.825396825,0.904761905,34.79365079,7.126984127,1,-1,1484,7946.261905,5312.642857,49.38095238,122.984127,68.44444444,31240.47619,401.9047619,22.19656085,92.19047619,73.31746032,155.8268901,10352.99206,26.6031746,0.88256365,76.74603175,13.85714286,low
